Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/27/20,AirNow,10732003,3,7.7,ug/m3 LC,32,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
1/28/20,AirNow,10732003,3,10.2,ug/m3 LC,43,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
1/29/20,AirNow,10732003,3,9.4,ug/m3 LC,39,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
1/30/20,AirNow,10732003,3,12.3,ug/m3 LC,51,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
1/31/20,AirNow,10732003,3,10.7,ug/m3 LC,45,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/1/20,AirNow,10732003,3,7.9,ug/m3 LC,33,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/2/20,AirNow,10732003,3,6.8,ug/m3 LC,28,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/3/20,AirNow,10732003,3,11,ug/m3 LC,46,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/4/20,AirNow,10732003,3,7.4,ug/m3 LC,31,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/5/20,AirNow,10732003,3,7.8,ug/m3 LC,33,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/6/20,AirNow,10732003,3,1.6,ug/m3 LC,7,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/7/20,AirNow,10732003,3,6.3,ug/m3 LC,26,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/8/20,AirNow,10732003,3,7.9,ug/m3 LC,33,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/9/20,AirNow,10732003,3,9.4,ug/m3 LC,39,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/10/20,AirNow,10732003,3,7.3,ug/m3 LC,30,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/11/20,AirNow,10732003,3,4.8,ug/m3 LC,20,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/12/20,AirNow,10732003,3,8.4,ug/m3 LC,35,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/13/20,AirNow,10732003,3,3.7,ug/m3 LC,15,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/14/20,AirNow,10732003,3,6.2,ug/m3 LC,26,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/15/20,AirNow,10732003,3,9.6,ug/m3 LC,40,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/16/20,AirNow,10732003,3,12.7,ug/m3 LC,52,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/17/20,AirNow,10732003,3,9.2,ug/m3 LC,38,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/18/20,AirNow,10732003,3,6.6,ug/m3 LC,28,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/19/20,AirNow,10732003,3,6.2,ug/m3 LC,26,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/20/20,AirNow,10732003,3,5.2,ug/m3 LC,22,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/21/20,AirNow,10732003,3,6.5,ug/m3 LC,27,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/22/20,AirNow,10732003,3,8.6,ug/m3 LC,36,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/23/20,AirNow,10732003,3,18.3,ug/m3 LC,64,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/24/20,AirNow,10732003,3,11.3,ug/m3 LC,47,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/27/20,AirNow,10732003,3,5,ug/m3 LC,21,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/28/20,AirNow,10732003,3,4,ug/m3 LC,17,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
2/29/20,AirNow,10732003,3,5.8,ug/m3 LC,24,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/1/20,AirNow,10732003,3,17.1,ug/m3 LC,62,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/2/20,AirNow,10732003,3,8.3,ug/m3 LC,35,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/3/20,AirNow,10732003,3,9.6,ug/m3 LC,40,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/4/20,AirNow,10732003,3,8.4,ug/m3 LC,35,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/5/20,AirNow,10732003,3,3.5,ug/m3 LC,15,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/6/20,AirNow,10732003,3,4.7,ug/m3 LC,20,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/7/20,AirNow,10732003,3,6.3,ug/m3 LC,26,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/8/20,AirNow,10732003,3,9.7,ug/m3 LC,40,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/9/20,AirNow,10732003,3,13.6,ug/m3 LC,54,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/10/20,AirNow,10732003,3,7.5,ug/m3 LC,31,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/11/20,AirNow,10732003,3,8.3,ug/m3 LC,35,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/12/20,AirNow,10732003,3,10.1,ug/m3 LC,42,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/13/20,AirNow,10732003,3,10.1,ug/m3 LC,42,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/14/20,AirNow,10732003,3,11.1,ug/m3 LC,46,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/15/20,AirNow,10732003,3,5,ug/m3 LC,21,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/16/20,AirNow,10732003,3,10.2,ug/m3 LC,43,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/17/20,AirNow,10732003,3,22.3,ug/m3 LC,72,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/18/20,AirNow,10732003,3,14.3,ug/m3 LC,56,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/19/20,AirNow,10732003,3,10.3,ug/m3 LC,43,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/20/20,AirNow,10732003,3,9.6,ug/m3 LC,40,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/21/20,AirNow,10732003,3,4.9,ug/m3 LC,20,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/22/20,AirNow,10732003,3,8.1,ug/m3 LC,34,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/23/20,AirNow,10732003,3,8,ug/m3 LC,33,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/24/20,AirNow,10732003,3,11,ug/m3 LC,46,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/25/20,AirNow,10732003,3,7.2,ug/m3 LC,30,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/26/20,AirNow,10732003,3,11.8,ug/m3 LC,49,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/27/20,AirNow,10732003,3,19.7,ug/m3 LC,67,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/28/20,AirNow,10732003,3,15.8,ug/m3 LC,59,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/29/20,AirNow,10732003,3,8.2,ug/m3 LC,34,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/30/20,AirNow,10732003,3,8.5,ug/m3 LC,35,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
3/31/20,AirNow,10732003,3,7.4,ug/m3 LC,31,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/1/20,AirNow,10732003,3,4.7,ug/m3 LC,20,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/2/20,AirNow,10732003,3,7.1,ug/m3 LC,30,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/3/20,AirNow,10732003,3,11.8,ug/m3 LC,49,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/4/20,AirNow,10732003,3,12.2,ug/m3 LC,51,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/5/20,AirNow,10732003,3,14.4,ug/m3 LC,56,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/6/20,AirNow,10732003,3,17.3,ug/m3 LC,62,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/7/20,AirNow,10732003,3,16.3,ug/m3 LC,60,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/8/20,AirNow,10732003,3,11.4,ug/m3 LC,48,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/9/20,AirNow,10732003,3,6.9,ug/m3 LC,29,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/10/20,AirNow,10732003,3,6,ug/m3 LC,25,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/11/20,AirNow,10732003,3,10,ug/m3 LC,42,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/12/20,AirNow,10732003,3,15.2,ug/m3 LC,58,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/13/20,AirNow,10732003,3,5.2,ug/m3 LC,22,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/14/20,AirNow,10732003,3,5.2,ug/m3 LC,22,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/15/20,AirNow,10732003,3,7.9,ug/m3 LC,33,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/16/20,AirNow,10732003,3,13.8,ug/m3 LC,55,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/17/20,AirNow,10732003,3,12.1,ug/m3 LC,51,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/18/20,AirNow,10732003,3,7,ug/m3 LC,29,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/19/20,AirNow,10732003,3,7.6,ug/m3 LC,32,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/20/20,AirNow,10732003,3,6.7,ug/m3 LC,28,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/21/20,AirNow,10732003,3,9.1,ug/m3 LC,38,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/22/20,AirNow,10732003,3,9.6,ug/m3 LC,40,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/23/20,AirNow,10732003,3,9,ug/m3 LC,38,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/24/20,AirNow,10732003,3,6.3,ug/m3 LC,26,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
4/25/20,AirNow,10732003,3,7.5,ug/m3 LC,31,Wylam,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.499722,-86.924167
1/1/20,AirNow,10735003,3,5.4,ug/m3 LC,23,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/2/20,AirNow,10735003,3,6.5,ug/m3 LC,27,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/3/20,AirNow,10735003,3,3.1,ug/m3 LC,13,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/4/20,AirNow,10735003,3,4.4,ug/m3 LC,18,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/5/20,AirNow,10735003,3,4.2,ug/m3 LC,18,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/6/20,AirNow,10735003,3,7,ug/m3 LC,29,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/7/20,AirNow,10735003,3,4.6,ug/m3 LC,19,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/8/20,AirNow,10735003,3,5.4,ug/m3 LC,23,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/9/20,AirNow,10735003,3,8.2,ug/m3 LC,34,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/10/20,AirNow,10735003,3,8.4,ug/m3 LC,35,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/11/20,AirNow,10735003,3,4.7,ug/m3 LC,20,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/12/20,AirNow,10735003,3,5.7,ug/m3 LC,24,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/13/20,AirNow,10735003,3,8.6,ug/m3 LC,36,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/14/20,AirNow,10735003,3,2.8,ug/m3 LC,12,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/15/20,AirNow,10735003,3,5.2,ug/m3 LC,22,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/16/20,AirNow,10735003,3,3.7,ug/m3 LC,15,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/17/20,AirNow,10735003,3,3.1,ug/m3 LC,13,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/18/20,AirNow,10735003,3,5.9,ug/m3 LC,25,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/19/20,AirNow,10735003,3,2.8,ug/m3 LC,12,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/20/20,AirNow,10735003,3,6.8,ug/m3 LC,28,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/21/20,AirNow,10735003,3,6.6,ug/m3 LC,28,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/22/20,AirNow,10735003,3,6.4,ug/m3 LC,27,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/23/20,AirNow,10735003,3,6,ug/m3 LC,25,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/24/20,AirNow,10735003,3,4.7,ug/m3 LC,20,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/25/20,AirNow,10735003,3,4.8,ug/m3 LC,20,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/26/20,AirNow,10735003,3,7.4,ug/m3 LC,31,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/27/20,AirNow,10735003,3,5.3,ug/m3 LC,22,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/28/20,AirNow,10735003,3,5.2,ug/m3 LC,22,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/29/20,AirNow,10735003,3,7,ug/m3 LC,29,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/30/20,AirNow,10735003,3,7.9,ug/m3 LC,33,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
1/31/20,AirNow,10735003,3,9,ug/m3 LC,38,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
2/1/20,AirNow,10735003,3,6.8,ug/m3 LC,28,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
2/2/20,AirNow,10735003,3,4.9,ug/m3 LC,20,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
2/3/20,AirNow,10735003,3,8.5,ug/m3 LC,35,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
2/4/20,AirNow,10735003,3,5.7,ug/m3 LC,24,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
2/5/20,AirNow,10735003,3,5.8,ug/m3 LC,24,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
2/6/20,AirNow,10735003,3,0.8,ug/m3 LC,3,Corner,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,13820,"Birmingham-Hoover, AL",1,Alabama,73,Jefferson,33.801667,-86.9425
