Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths),Year,Population
Equatorial Guinea,GNQ,"Mar 11, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 12, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 13, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 14, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 15, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 16, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 17, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 18, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 19, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 20, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 21, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 22, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 23, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 24, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 25, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 26, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 27, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 28, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 29, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 30, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Mar 31, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 1, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 2, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 3, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 4, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 5, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 6, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 7, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 8, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 9, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 10, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 11, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 12, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 13, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 14, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 15, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 16, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 17, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 18, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 19, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 20, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 21, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 22, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 23, 2020",,2020,1402985
Equatorial Guinea,GNQ,"Apr 24, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"Apr 25, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"Apr 26, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"Apr 27, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"Apr 28, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"Apr 29, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"Apr 30, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"May 1, 2020",1,2020,1402985
Equatorial Guinea,GNQ,"May 2, 2020",1,2020,1402985
Eritrea,ERI,"Dec 31, 2019",,2020,3546427
Eritrea,ERI,"Jan 1, 2020",,2020,3546427
Eritrea,ERI,"Jan 2, 2020",,2020,3546427
Eritrea,ERI,"Jan 3, 2020",,2020,3546427
Eritrea,ERI,"Jan 4, 2020",,2020,3546427
Eritrea,ERI,"Jan 5, 2020",,2020,3546427
Eritrea,ERI,"Jan 6, 2020",,2020,3546427
Eritrea,ERI,"Jan 7, 2020",,2020,3546427
Eritrea,ERI,"Jan 8, 2020",,2020,3546427
Eritrea,ERI,"Jan 9, 2020",,2020,3546427
Eritrea,ERI,"Jan 10, 2020",,2020,3546427
Eritrea,ERI,"Jan 11, 2020",,2020,3546427
Eritrea,ERI,"Jan 12, 2020",,2020,3546427
Eritrea,ERI,"Jan 13, 2020",,2020,3546427
Eritrea,ERI,"Jan 14, 2020",,2020,3546427
Eritrea,ERI,"Jan 15, 2020",,2020,3546427
Eritrea,ERI,"Jan 16, 2020",,2020,3546427
Eritrea,ERI,"Jan 17, 2020",,2020,3546427
Eritrea,ERI,"Jan 18, 2020",,2020,3546427
Eritrea,ERI,"Jan 19, 2020",,2020,3546427
Eritrea,ERI,"Jan 20, 2020",,2020,3546427
Eritrea,ERI,"Jan 21, 2020",,2020,3546427
Eritrea,ERI,"Jan 22, 2020",,2020,3546427
Eritrea,ERI,"Jan 23, 2020",,2020,3546427
Eritrea,ERI,"Jan 24, 2020",,2020,3546427
Eritrea,ERI,"Jan 25, 2020",,2020,3546427
Eritrea,ERI,"Jan 26, 2020",,2020,3546427
Eritrea,ERI,"Jan 27, 2020",,2020,3546427
Eritrea,ERI,"Jan 28, 2020",,2020,3546427
Eritrea,ERI,"Jan 29, 2020",,2020,3546427
Eritrea,ERI,"Jan 30, 2020",,2020,3546427
Eritrea,ERI,"Jan 31, 2020",,2020,3546427
Eritrea,ERI,"Feb 1, 2020",,2020,3546427
Eritrea,ERI,"Feb 2, 2020",,2020,3546427
Eritrea,ERI,"Feb 3, 2020",,2020,3546427
Eritrea,ERI,"Feb 4, 2020",,2020,3546427
Eritrea,ERI,"Feb 5, 2020",,2020,3546427
Eritrea,ERI,"Feb 6, 2020",,2020,3546427
Eritrea,ERI,"Feb 7, 2020",,2020,3546427
Eritrea,ERI,"Feb 8, 2020",,2020,3546427
Eritrea,ERI,"Feb 9, 2020",,2020,3546427
Eritrea,ERI,"Feb 10, 2020",,2020,3546427
Eritrea,ERI,"Feb 11, 2020",,2020,3546427
Eritrea,ERI,"Feb 12, 2020",,2020,3546427
Eritrea,ERI,"Feb 13, 2020",,2020,3546427
Eritrea,ERI,"Feb 14, 2020",,2020,3546427
Eritrea,ERI,"Feb 15, 2020",,2020,3546427
Eritrea,ERI,"Feb 16, 2020",,2020,3546427
Eritrea,ERI,"Feb 17, 2020",,2020,3546427
Eritrea,ERI,"Feb 18, 2020",,2020,3546427
Eritrea,ERI,"Feb 19, 2020",,2020,3546427
Eritrea,ERI,"Feb 20, 2020",,2020,3546427
Eritrea,ERI,"Feb 21, 2020",,2020,3546427
Eritrea,ERI,"Feb 22, 2020",,2020,3546427
Eritrea,ERI,"Feb 23, 2020",,2020,3546427
Eritrea,ERI,"Feb 24, 2020",,2020,3546427
Eritrea,ERI,"Feb 25, 2020",,2020,3546427
Eritrea,ERI,"Feb 26, 2020",,2020,3546427
Eritrea,ERI,"Feb 27, 2020",,2020,3546427
Eritrea,ERI,"Feb 28, 2020",,2020,3546427
Eritrea,ERI,"Feb 29, 2020",,2020,3546427
Eritrea,ERI,"Mar 1, 2020",,2020,3546427
Eritrea,ERI,"Mar 2, 2020",,2020,3546427
Eritrea,ERI,"Mar 3, 2020",,2020,3546427
Eritrea,ERI,"Mar 4, 2020",,2020,3546427
Eritrea,ERI,"Mar 5, 2020",,2020,3546427
Eritrea,ERI,"Mar 6, 2020",,2020,3546427
Eritrea,ERI,"Mar 7, 2020",,2020,3546427
Eritrea,ERI,"Mar 8, 2020",,2020,3546427
Eritrea,ERI,"Mar 9, 2020",,2020,3546427
Eritrea,ERI,"Mar 10, 2020",,2020,3546427
Eritrea,ERI,"Mar 11, 2020",,2020,3546427
Eritrea,ERI,"Mar 12, 2020",,2020,3546427
Eritrea,ERI,"Mar 13, 2020",,2020,3546427
Eritrea,ERI,"Mar 14, 2020",,2020,3546427
Eritrea,ERI,"Mar 15, 2020",,2020,3546427
Eritrea,ERI,"Mar 16, 2020",,2020,3546427
Eritrea,ERI,"Mar 17, 2020",,2020,3546427
Eritrea,ERI,"Mar 18, 2020",,2020,3546427
Eritrea,ERI,"Mar 19, 2020",,2020,3546427
Eritrea,ERI,"Mar 20, 2020",,2020,3546427
Eritrea,ERI,"Mar 21, 2020",,2020,3546427
Eritrea,ERI,"Mar 22, 2020",,2020,3546427
Eritrea,ERI,"Mar 23, 2020",,2020,3546427
Eritrea,ERI,"Mar 24, 2020",,2020,3546427
Eritrea,ERI,"Mar 25, 2020",,2020,3546427
Eritrea,ERI,"Mar 26, 2020",,2020,3546427
Eritrea,ERI,"Mar 27, 2020",,2020,3546427
Eritrea,ERI,"Mar 28, 2020",,2020,3546427
Eritrea,ERI,"Mar 29, 2020",,2020,3546427
Eritrea,ERI,"Mar 30, 2020",,2020,3546427
Eritrea,ERI,"Mar 31, 2020",,2020,3546427
Eritrea,ERI,"Apr 1, 2020",,2020,3546427
Eritrea,ERI,"Apr 2, 2020",,2020,3546427
Eritrea,ERI,"Apr 3, 2020",,2020,3546427
Eritrea,ERI,"Apr 4, 2020",,2020,3546427
Eritrea,ERI,"Apr 5, 2020",,2020,3546427
Eritrea,ERI,"Apr 6, 2020",,2020,3546427
Eritrea,ERI,"Apr 7, 2020",,2020,3546427
Eritrea,ERI,"Apr 8, 2020",,2020,3546427
Eritrea,ERI,"Apr 9, 2020",,2020,3546427
Eritrea,ERI,"Apr 10, 2020",,2020,3546427
Eritrea,ERI,"Apr 11, 2020",,2020,3546427
Eritrea,ERI,"Apr 12, 2020",,2020,3546427
Eritrea,ERI,"Apr 13, 2020",,2020,3546427
Eritrea,ERI,"Apr 14, 2020",,2020,3546427
Eritrea,ERI,"Apr 15, 2020",,2020,3546427
Eritrea,ERI,"Apr 16, 2020",,2020,3546427
Eritrea,ERI,"Apr 17, 2020",,2020,3546427
Eritrea,ERI,"Apr 18, 2020",,2020,3546427
Eritrea,ERI,"Apr 19, 2020",,2020,3546427
Eritrea,ERI,"Apr 20, 2020",,2020,3546427
Eritrea,ERI,"Apr 21, 2020",,2020,3546427
Eritrea,ERI,"Apr 22, 2020",,2020,3546427
Eritrea,ERI,"Apr 23, 2020",,2020,3546427
Eritrea,ERI,"Apr 24, 2020",,2020,3546427
Eritrea,ERI,"Apr 25, 2020",,2020,3546427
Eritrea,ERI,"Apr 26, 2020",,2020,3546427
Eritrea,ERI,"Apr 27, 2020",,2020,3546427
Eritrea,ERI,"Apr 28, 2020",,2020,3546427
Eritrea,ERI,"Apr 29, 2020",,2020,3546427
Eritrea,ERI,"Apr 30, 2020",,2020,3546427
Eritrea,ERI,"May 1, 2020",,2020,3546427
Eritrea,ERI,"May 2, 2020",,2020,3546427
Estonia,EST,"Dec 31, 2019",,2020,1326539
Estonia,EST,"Jan 1, 2020",,2020,1326539
Estonia,EST,"Jan 2, 2020",,2020,1326539
Estonia,EST,"Jan 3, 2020",,2020,1326539
Estonia,EST,"Jan 4, 2020",,2020,1326539
Estonia,EST,"Jan 5, 2020",,2020,1326539
Estonia,EST,"Jan 6, 2020",,2020,1326539
Estonia,EST,"Jan 7, 2020",,2020,1326539
Estonia,EST,"Jan 8, 2020",,2020,1326539
Estonia,EST,"Jan 9, 2020",,2020,1326539
Estonia,EST,"Jan 10, 2020",,2020,1326539
Estonia,EST,"Jan 11, 2020",,2020,1326539
Estonia,EST,"Jan 12, 2020",,2020,1326539
Estonia,EST,"Jan 13, 2020",,2020,1326539
Estonia,EST,"Jan 14, 2020",,2020,1326539
Estonia,EST,"Jan 15, 2020",,2020,1326539
Estonia,EST,"Jan 16, 2020",,2020,1326539
Estonia,EST,"Jan 17, 2020",,2020,1326539
Estonia,EST,"Jan 18, 2020",,2020,1326539
Estonia,EST,"Jan 19, 2020",,2020,1326539
Estonia,EST,"Jan 20, 2020",,2020,1326539
Estonia,EST,"Jan 21, 2020",,2020,1326539
Estonia,EST,"Jan 22, 2020",,2020,1326539
Estonia,EST,"Jan 23, 2020",,2020,1326539
Estonia,EST,"Jan 24, 2020",,2020,1326539
Estonia,EST,"Jan 25, 2020",,2020,1326539
Estonia,EST,"Jan 26, 2020",,2020,1326539
Estonia,EST,"Jan 27, 2020",,2020,1326539
Estonia,EST,"Jan 28, 2020",,2020,1326539
Estonia,EST,"Jan 29, 2020",,2020,1326539
Estonia,EST,"Jan 30, 2020",,2020,1326539
Estonia,EST,"Jan 31, 2020",,2020,1326539
Estonia,EST,"Feb 1, 2020",,2020,1326539
Estonia,EST,"Feb 2, 2020",,2020,1326539
Estonia,EST,"Feb 3, 2020",,2020,1326539
Estonia,EST,"Feb 4, 2020",,2020,1326539
Estonia,EST,"Feb 5, 2020",,2020,1326539
Estonia,EST,"Feb 6, 2020",,2020,1326539
Estonia,EST,"Feb 7, 2020",,2020,1326539
Estonia,EST,"Feb 8, 2020",,2020,1326539
Estonia,EST,"Feb 9, 2020",,2020,1326539
Estonia,EST,"Feb 10, 2020",,2020,1326539
Estonia,EST,"Feb 11, 2020",,2020,1326539
Estonia,EST,"Feb 12, 2020",,2020,1326539
Estonia,EST,"Feb 13, 2020",,2020,1326539
Estonia,EST,"Feb 14, 2020",,2020,1326539
Estonia,EST,"Feb 15, 2020",,2020,1326539
Estonia,EST,"Feb 16, 2020",,2020,1326539
Estonia,EST,"Feb 17, 2020",,2020,1326539
Estonia,EST,"Feb 18, 2020",,2020,1326539
Estonia,EST,"Feb 19, 2020",,2020,1326539
Estonia,EST,"Feb 20, 2020",,2020,1326539
Estonia,EST,"Feb 21, 2020",,2020,1326539
Estonia,EST,"Feb 22, 2020",,2020,1326539
Estonia,EST,"Feb 23, 2020",,2020,1326539
Estonia,EST,"Feb 24, 2020",,2020,1326539
Estonia,EST,"Feb 25, 2020",,2020,1326539
Estonia,EST,"Feb 26, 2020",,2020,1326539
Estonia,EST,"Feb 27, 2020",,2020,1326539
Estonia,EST,"Feb 28, 2020",,2020,1326539
Estonia,EST,"Feb 29, 2020",,2020,1326539
Estonia,EST,"Mar 1, 2020",,2020,1326539
Estonia,EST,"Mar 2, 2020",,2020,1326539
Estonia,EST,"Mar 3, 2020",,2020,1326539
Estonia,EST,"Mar 4, 2020",,2020,1326539
Estonia,EST,"Mar 5, 2020",,2020,1326539
Estonia,EST,"Mar 6, 2020",,2020,1326539
Estonia,EST,"Mar 7, 2020",,2020,1326539
Estonia,EST,"Mar 8, 2020",,2020,1326539
Estonia,EST,"Mar 9, 2020",,2020,1326539
Estonia,EST,"Mar 10, 2020",,2020,1326539
Estonia,EST,"Mar 11, 2020",,2020,1326539
Estonia,EST,"Mar 12, 2020",,2020,1326539
Estonia,EST,"Mar 13, 2020",,2020,1326539
Estonia,EST,"Mar 14, 2020",,2020,1326539
Estonia,EST,"Mar 15, 2020",,2020,1326539
Estonia,EST,"Mar 16, 2020",,2020,1326539
Estonia,EST,"Mar 17, 2020",,2020,1326539
Estonia,EST,"Mar 18, 2020",,2020,1326539
Estonia,EST,"Mar 19, 2020",,2020,1326539
Estonia,EST,"Mar 20, 2020",,2020,1326539
Estonia,EST,"Mar 21, 2020",,2020,1326539
Estonia,EST,"Mar 22, 2020",,2020,1326539
Estonia,EST,"Mar 23, 2020",,2020,1326539
Estonia,EST,"Mar 24, 2020",,2020,1326539
Estonia,EST,"Mar 25, 2020",,2020,1326539
Estonia,EST,"Mar 26, 2020",1,2020,1326539
Estonia,EST,"Mar 27, 2020",1,2020,1326539
Estonia,EST,"Mar 28, 2020",1,2020,1326539
Estonia,EST,"Mar 29, 2020",1,2020,1326539
Estonia,EST,"Mar 30, 2020",3,2020,1326539
Estonia,EST,"Mar 31, 2020",3,2020,1326539
Estonia,EST,"Apr 1, 2020",4,2020,1326539
Estonia,EST,"Apr 2, 2020",5,2020,1326539
Estonia,EST,"Apr 3, 2020",11,2020,1326539
Estonia,EST,"Apr 4, 2020",12,2020,1326539
Estonia,EST,"Apr 5, 2020",13,2020,1326539
Estonia,EST,"Apr 6, 2020",15,2020,1326539
Estonia,EST,"Apr 7, 2020",19,2020,1326539
Estonia,EST,"Apr 8, 2020",21,2020,1326539
Estonia,EST,"Apr 9, 2020",24,2020,1326539
Estonia,EST,"Apr 10, 2020",24,2020,1326539
Estonia,EST,"Apr 11, 2020",24,2020,1326539
Estonia,EST,"Apr 12, 2020",24,2020,1326539
Estonia,EST,"Apr 13, 2020",25,2020,1326539
Estonia,EST,"Apr 14, 2020",28,2020,1326539
Estonia,EST,"Apr 15, 2020",31,2020,1326539
Estonia,EST,"Apr 16, 2020",35,2020,1326539
Estonia,EST,"Apr 17, 2020",36,2020,1326539
Estonia,EST,"Apr 18, 2020",38,2020,1326539
Estonia,EST,"Apr 19, 2020",38,2020,1326539
Estonia,EST,"Apr 20, 2020",40,2020,1326539
Estonia,EST,"Apr 21, 2020",40,2020,1326539
Estonia,EST,"Apr 22, 2020",43,2020,1326539
Estonia,EST,"Apr 23, 2020",44,2020,1326539
Estonia,EST,"Apr 24, 2020",45,2020,1326539
Estonia,EST,"Apr 25, 2020",46,2020,1326539
Estonia,EST,"Apr 26, 2020",46,2020,1326539
Estonia,EST,"Apr 27, 2020",49,2020,1326539
Estonia,EST,"Apr 28, 2020",50,2020,1326539
Estonia,EST,"Apr 29, 2020",50,2020,1326539
Estonia,EST,"Apr 30, 2020",50,2020,1326539
Estonia,EST,"May 1, 2020",52,2020,1326539
Estonia,EST,"May 2, 2020",52,2020,1326539
Ethiopia,ETH,"Dec 31, 2019",,2020,114963583
Ethiopia,ETH,"Jan 1, 2020",,2020,114963583
Ethiopia,ETH,"Jan 2, 2020",,2020,114963583
Ethiopia,ETH,"Jan 3, 2020",,2020,114963583
Ethiopia,ETH,"Jan 4, 2020",,2020,114963583
Ethiopia,ETH,"Jan 5, 2020",,2020,114963583
Ethiopia,ETH,"Jan 6, 2020",,2020,114963583
Ethiopia,ETH,"Jan 7, 2020",,2020,114963583
Ethiopia,ETH,"Jan 8, 2020",,2020,114963583
Ethiopia,ETH,"Jan 9, 2020",,2020,114963583
Ethiopia,ETH,"Jan 10, 2020",,2020,114963583
Ethiopia,ETH,"Jan 11, 2020",,2020,114963583
Ethiopia,ETH,"Jan 12, 2020",,2020,114963583
Ethiopia,ETH,"Jan 13, 2020",,2020,114963583
Ethiopia,ETH,"Jan 14, 2020",,2020,114963583
Ethiopia,ETH,"Jan 15, 2020",,2020,114963583
Ethiopia,ETH,"Jan 16, 2020",,2020,114963583
Ethiopia,ETH,"Jan 17, 2020",,2020,114963583
Ethiopia,ETH,"Jan 18, 2020",,2020,114963583
Ethiopia,ETH,"Jan 19, 2020",,2020,114963583
Ethiopia,ETH,"Jan 20, 2020",,2020,114963583
Ethiopia,ETH,"Jan 21, 2020",,2020,114963583
Ethiopia,ETH,"Jan 22, 2020",,2020,114963583
Ethiopia,ETH,"Jan 23, 2020",,2020,114963583
Ethiopia,ETH,"Jan 24, 2020",,2020,114963583
Ethiopia,ETH,"Jan 25, 2020",,2020,114963583
Ethiopia,ETH,"Jan 26, 2020",,2020,114963583
Ethiopia,ETH,"Jan 27, 2020",,2020,114963583
Ethiopia,ETH,"Jan 28, 2020",,2020,114963583
Ethiopia,ETH,"Jan 29, 2020",,2020,114963583
Ethiopia,ETH,"Jan 30, 2020",,2020,114963583
Ethiopia,ETH,"Jan 31, 2020",,2020,114963583
Ethiopia,ETH,"Feb 1, 2020",,2020,114963583
Ethiopia,ETH,"Feb 2, 2020",,2020,114963583
Ethiopia,ETH,"Feb 3, 2020",,2020,114963583
Ethiopia,ETH,"Feb 4, 2020",,2020,114963583
Ethiopia,ETH,"Feb 5, 2020",,2020,114963583
Ethiopia,ETH,"Feb 6, 2020",,2020,114963583
Ethiopia,ETH,"Feb 7, 2020",,2020,114963583
Ethiopia,ETH,"Feb 8, 2020",,2020,114963583
Ethiopia,ETH,"Feb 9, 2020",,2020,114963583
Ethiopia,ETH,"Feb 10, 2020",,2020,114963583
Ethiopia,ETH,"Feb 11, 2020",,2020,114963583
Ethiopia,ETH,"Feb 12, 2020",,2020,114963583
Ethiopia,ETH,"Feb 13, 2020",,2020,114963583
Ethiopia,ETH,"Feb 14, 2020",,2020,114963583
Ethiopia,ETH,"Feb 15, 2020",,2020,114963583
Ethiopia,ETH,"Feb 16, 2020",,2020,114963583
Ethiopia,ETH,"Feb 17, 2020",,2020,114963583
Ethiopia,ETH,"Feb 18, 2020",,2020,114963583
Ethiopia,ETH,"Feb 19, 2020",,2020,114963583
Ethiopia,ETH,"Feb 20, 2020",,2020,114963583
Ethiopia,ETH,"Feb 21, 2020",,2020,114963583
Ethiopia,ETH,"Feb 22, 2020",,2020,114963583
Ethiopia,ETH,"Feb 23, 2020",,2020,114963583
Ethiopia,ETH,"Feb 24, 2020",,2020,114963583
Ethiopia,ETH,"Feb 25, 2020",,2020,114963583
Ethiopia,ETH,"Feb 26, 2020",,2020,114963583
Ethiopia,ETH,"Feb 27, 2020",,2020,114963583
Ethiopia,ETH,"Feb 28, 2020",,2020,114963583
Ethiopia,ETH,"Feb 29, 2020",,2020,114963583
Ethiopia,ETH,"Mar 1, 2020",,2020,114963583
Ethiopia,ETH,"Mar 2, 2020",,2020,114963583
Ethiopia,ETH,"Mar 3, 2020",,2020,114963583
Ethiopia,ETH,"Mar 4, 2020",,2020,114963583
Ethiopia,ETH,"Mar 5, 2020",,2020,114963583
Ethiopia,ETH,"Mar 6, 2020",,2020,114963583
Ethiopia,ETH,"Mar 7, 2020",,2020,114963583
Ethiopia,ETH,"Mar 8, 2020",,2020,114963583
Ethiopia,ETH,"Mar 9, 2020",,2020,114963583
Ethiopia,ETH,"Mar 10, 2020",,2020,114963583
Ethiopia,ETH,"Mar 11, 2020",,2020,114963583
Ethiopia,ETH,"Mar 12, 2020",,2020,114963583
Ethiopia,ETH,"Mar 13, 2020",,2020,114963583
Ethiopia,ETH,"Mar 14, 2020",,2020,114963583
Ethiopia,ETH,"Mar 15, 2020",,2020,114963583
Ethiopia,ETH,"Mar 16, 2020",,2020,114963583
Ethiopia,ETH,"Mar 17, 2020",,2020,114963583
Ethiopia,ETH,"Mar 18, 2020",,2020,114963583
Ethiopia,ETH,"Mar 19, 2020",,2020,114963583
Ethiopia,ETH,"Mar 20, 2020",,2020,114963583
Ethiopia,ETH,"Mar 21, 2020",,2020,114963583
Ethiopia,ETH,"Mar 22, 2020",,2020,114963583
Ethiopia,ETH,"Mar 23, 2020",,2020,114963583
Ethiopia,ETH,"Mar 24, 2020",,2020,114963583
Ethiopia,ETH,"Mar 25, 2020",,2020,114963583
Ethiopia,ETH,"Mar 26, 2020",,2020,114963583
Ethiopia,ETH,"Mar 27, 2020",,2020,114963583
Ethiopia,ETH,"Mar 28, 2020",,2020,114963583
Ethiopia,ETH,"Mar 29, 2020",,2020,114963583
Ethiopia,ETH,"Mar 30, 2020",,2020,114963583
Ethiopia,ETH,"Mar 31, 2020",,2020,114963583
Ethiopia,ETH,"Apr 1, 2020",,2020,114963583
Ethiopia,ETH,"Apr 2, 2020",,2020,114963583
Ethiopia,ETH,"Apr 3, 2020",,2020,114963583
Ethiopia,ETH,"Apr 4, 2020",,2020,114963583
Ethiopia,ETH,"Apr 5, 2020",,2020,114963583
Ethiopia,ETH,"Apr 6, 2020",2,2020,114963583
Ethiopia,ETH,"Apr 7, 2020",2,2020,114963583
Ethiopia,ETH,"Apr 8, 2020",2,2020,114963583
Ethiopia,ETH,"Apr 9, 2020",2,2020,114963583
Ethiopia,ETH,"Apr 10, 2020",2,2020,114963583
Ethiopia,ETH,"Apr 11, 2020",2,2020,114963583
Ethiopia,ETH,"Apr 12, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 13, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 14, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 15, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 16, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 17, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 18, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 19, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 20, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 21, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 22, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 23, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 24, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 25, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 26, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 27, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 28, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 29, 2020",3,2020,114963583
Ethiopia,ETH,"Apr 30, 2020",3,2020,114963583
Ethiopia,ETH,"May 1, 2020",3,2020,114963583
Ethiopia,ETH,"May 2, 2020",3,2020,114963583
Europe,,"Dec 31, 2019",,2020,747636045
Europe,,"Jan 1, 2020",,2020,747636045
Europe,,"Jan 2, 2020",,2020,747636045
Europe,,"Jan 3, 2020",,2020,747636045
Europe,,"Jan 4, 2020",,2020,747636045
Europe,,"Jan 5, 2020",,2020,747636045
Europe,,"Jan 6, 2020",,2020,747636045
Europe,,"Jan 7, 2020",,2020,747636045
Europe,,"Jan 8, 2020",,2020,747636045
Europe,,"Jan 9, 2020",,2020,747636045
Europe,,"Jan 10, 2020",,2020,747636045
Europe,,"Jan 11, 2020",,2020,747636045
Europe,,"Jan 12, 2020",,2020,747636045
Europe,,"Jan 13, 2020",,2020,747636045
Europe,,"Jan 14, 2020",,2020,747636045
Europe,,"Jan 15, 2020",,2020,747636045
Europe,,"Jan 16, 2020",,2020,747636045
Europe,,"Jan 17, 2020",,2020,747636045
Europe,,"Jan 18, 2020",,2020,747636045
Europe,,"Jan 19, 2020",,2020,747636045
Europe,,"Jan 20, 2020",,2020,747636045
Europe,,"Jan 21, 2020",,2020,747636045
Europe,,"Jan 22, 2020",,2020,747636045
Europe,,"Jan 23, 2020",,2020,747636045
Europe,,"Jan 24, 2020",,2020,747636045
Europe,,"Jan 25, 2020",,2020,747636045
Europe,,"Jan 26, 2020",,2020,747636045
Europe,,"Jan 27, 2020",,2020,747636045
Europe,,"Jan 28, 2020",,2020,747636045
Europe,,"Jan 29, 2020",,2020,747636045
Europe,,"Jan 30, 2020",,2020,747636045
Europe,,"Jan 31, 2020",,2020,747636045
Europe,,"Feb 1, 2020",,2020,747636045
Europe,,"Feb 2, 2020",,2020,747636045
Europe,,"Feb 3, 2020",,2020,747636045
Europe,,"Feb 4, 2020",,2020,747636045
Europe,,"Feb 5, 2020",,2020,747636045
Europe,,"Feb 6, 2020",,2020,747636045
Europe,,"Feb 7, 2020",,2020,747636045
Europe,,"Feb 8, 2020",,2020,747636045
Europe,,"Feb 9, 2020",,2020,747636045
Europe,,"Feb 10, 2020",,2020,747636045
Europe,,"Feb 11, 2020",,2020,747636045
Europe,,"Feb 12, 2020",,2020,747636045
Europe,,"Feb 13, 2020",,2020,747636045
Europe,,"Feb 14, 2020",,2020,747636045
Europe,,"Feb 15, 2020",1,2020,747636045
Europe,,"Feb 16, 2020",1,2020,747636045
Europe,,"Feb 17, 2020",1,2020,747636045
Europe,,"Feb 18, 2020",1,2020,747636045
Europe,,"Feb 19, 2020",1,2020,747636045
Europe,,"Feb 20, 2020",1,2020,747636045
Europe,,"Feb 21, 2020",1,2020,747636045
Europe,,"Feb 22, 2020",1,2020,747636045
Europe,,"Feb 23, 2020",3,2020,747636045
Europe,,"Feb 24, 2020",3,2020,747636045
Europe,,"Feb 25, 2020",7,2020,747636045
Europe,,"Feb 26, 2020",12,2020,747636045
Europe,,"Feb 27, 2020",14,2020,747636045
